fecha_hecho,delito,sexo,edad,colonia_catalogo,alcaldia_catalogo,latitud,longitud,anio_hecho,mes_hecho,dia_hecho,indice_alcaldia,,
08/09/2022,USURPACIÓN DE IDENTIDAD,1,43,Zona Centro,Venustiano Carranza,19.4237274,-99.12563235,2022,9,8,13.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,0,43,Zapotitla,Tláhuac,19.30909303,-99.03867546,2022,9,9,12.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,0,36,Guadalupe Inn,Álvaro Obregón,19.35305899,-99.18870315,2022,9,9,15.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,1,42,Magdalena Mixiuhca,Venustiano Carranza,19.40925772,-99.12132829,2022,9,9,13.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,1,50,Flor De Maria,Álvaro Obregón,19.3521062,-99.20084327,2022,9,9,15.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,1,27,Jardines En La Montaña,Tlalpan,19.30272499,-99.20467345,2022,9,9,11.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,0,52,Guadalupe Inn,Álvaro Obregón,19.36197464,-99.1830191,2022,9,9,15.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,0,34,Los Manzanos,Miguel Hidalgo,19.44680917,-99.18272154,2022,9,9,9.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,1,29,Tacubaya,Miguel Hidalgo,19.40241875,-99.19139296,2022,9,9,9.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,0,33,Pueblo San Pedro Martir,Tlalpan,19.26691786,-99.17527244,2022,9,9,11.00,,
09/09/2022,USURPACIÓN DE IDENTIDAD,0,29,Santa Isabel Industrial,Iztapalapa,19.3555719,-99.10229266,2022,9,9,7.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,1,37,General Pedro Ma Anaya,Benito Juárez,19.36003702,-99.15671445,2022,9,10,1.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,0,34,Palmitas,Iztapalapa,19.33836285,-99.02663603,2022,9,10,7.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,1,61,Agricola Oriental,Iztacalco,19.3983256,-99.0779449,2022,9,10,6.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,1,66,Irrigacion,Miguel Hidalgo,19.44069668,-99.20827299,2022,9,10,9.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,0,45,Gabriel Ramos Millan Seccion Cuchilla,Iztacalco,19.38706981,-99.09229405,2022,9,10,6.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,0,43,Los Girasoles,Tlalpan,19.3039788,-99.12465619,2022,9,10,11.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,0,38,Nonoalco Tlatelolco,Cuauhtémoc,19.45463237,-99.13812429,2022,9,10,4.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,1,57,Roma Sur,Cuauhtémoc,19.40629431,-99.15923327,2022,9,10,4.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,0,74,Desarrollo Urbano Quetzalcoatl,Iztapalapa,19.32743466,-99.04390812,2022,9,10,7.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,1,40,Del Valle Norte,Benito Juárez,19.39687406,-99.16323777,2022,9,10,1.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,1,30,Barrio San Pedro,Iztapalapa,19.36425006,-99.08604305,2022,9,10,7.00,,
10/09/2022,USURPACIÓN DE IDENTIDAD,1,47,Letran Valle,Benito Juárez,19.37860855,-99.15540531,2022,9,10,1.00,,
11/09/2022,USURPACIÓN DE IDENTIDAD,0,50,Valle Verde,Tlalpan,19.24705402,-99.1434913,2022,9,11,11.00,,
11/09/2022,USURPACIÓN DE IDENTIDAD,0,68,Colina Del Sur,Álvaro Obregón,19.36669558,-99.23304166,2022,9,11,15.00,,
11/09/2022,USURPACIÓN DE IDENTIDAD,1,36,Ampliacion San Juan De Aragon,Gustavo A. Madero,19.47321979,-99.10060376,2022,9,11,5.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,0,24,El Paraiso,Iztapalapa,19.37584295,-99.03042762,2022,9,12,7.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,0,49,Olivar De Los Padres,Álvaro Obregón,19.33818511,-99.21144401,2022,9,12,15.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,1,66,Valle Gomez,Venustiano Carranza,19.45739206,-99.12295148,2022,9,12,13.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,1,35,Hipodromo Condesa,Cuauhtémoc,19.40843613,-99.17910777,2022,9,12,4.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,1,58,Prado Coapa 2a Seccion,Tlalpan,19.29608084,-99.13319651,2022,9,12,11.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,1,62,Jesus Del Monte,Cuajimalpa de Morelos,19.36238809,-99.28791791,2022,9,12,3.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,1,41,Roma Norte,Cuauhtémoc,19.41918734,-99.17106617,2022,9,12,4.00,,
12/09/2022,USURPACIÓN DE IDENTIDAD,0,54,Lomas Quebradas,La Magdalena Contreras,19.31629698,-99.23951291,2022,9,12,8.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,1,46,Barrio Oxtopulco Universidad,Coyoacán,19.34146461,-99.18183789,2022,9,13,2.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,44,El Centinela,Coyoacán,19.33544345,-99.14150655,2022,9,13,2.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,46,Juan Gonzalez Romero,Gustavo A. Madero,19.50380625,-99.08824883,2022,9,13,5.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,28,Roma Norte,Cuauhtémoc,19.41464264,-99.16548125,2022,9,13,4.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,1,30,Roma Norte,Cuauhtémoc,19.41824231,-99.15565263,2022,9,13,4.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,1,61,San Pedro De Los Pinos,Benito Juárez,19.38517736,-99.18635622,2022,9,13,1.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,1,54,Barrio Cruztitla,Milpa Alta,19.21600981,-98.99323169,2022,9,13,10.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,1,57,Escuadron 201,Iztapalapa,19.35927718,-99.11177639,2022,9,13,7.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,34,Alianza Popular Revolucionaria,Coyoacán,19.31641107,-99.11889061,2022,9,13,2.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,29,Pueblo Santa Fe,Álvaro Obregón,19.38223401,-99.2411058,2022,9,13,15.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,1,54,San Juan De Aragon Iii Seccion,Gustavo A. Madero,19.45369935,-99.06878047,2022,9,13,5.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,29,Anzures,Miguel Hidalgo,19.42867044,-99.17515504,2022,9,13,9.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,61,Anzures,Miguel Hidalgo,19.42881294,-99.17526215,2022,9,13,9.00,,
13/09/2022,USURPACIÓN DE IDENTIDAD,0,38,Irrigacion,Miguel Hidalgo,19.44036945,-99.20778637,2022,9,13,9.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,0,51,Vallejo,Gustavo A. Madero,19.46612496,-99.13608424,2022,9,14,5.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,1,29,Juarez,Cuauhtémoc,19.42460089,-99.16809931,2022,9,14,4.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,0,46,Juventino Rosas,Iztacalco,19.3916537,-99.11317661,2022,9,14,6.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,1,35,Pueblo San Mateo Xalpa,Xochimilco,19.22160377,-99.11846029,2022,9,14,14.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,1,21,Del Parque,Venustiano Carranza,19.41692175,-99.12031934,2022,9,14,13.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,0,52,Anzures,Miguel Hidalgo,19.42852335,-99.17509586,2022,9,14,9.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,1,27,El Sifon,Iztapalapa,19.37018649,-99.11366366,2022,9,14,7.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,1,51,El Jazmin,Xochimilco,19.24666624,-99.08860579,2022,9,14,14.00,,
14/09/2022,USURPACIÓN DE IDENTIDAD,1,68,Del Parque,Venustiano Carranza,19.42824874,-99.11931217,2022,9,14,13.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,1,27,Centro,Cuauhtémoc,19.43261785,-99.13327789,2022,9,15,4.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,0,55,Jardin Balbuena,Venustiano Carranza,19.41824044,-99.10547399,2022,9,15,13.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,0,30,Lomas De San Lorenzo,Iztapalapa,19.31651112,-99.05890004,2022,9,15,7.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,0,30,Desarrollo Urbano Quetzalcoatl,Iztapalapa,19.32231967,-99.04722914,2022,9,15,7.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,1,51,Del Maestro,Azcapotzalco,19.48289293,-99.18306559,2022,9,15,0.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,0,46,Del Valle Centro,Benito Juárez,19.38228934,-99.17072424,2022,9,15,1.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,0,31,Del Valle Sur,Benito Juárez,19.37708814,-99.16700844,2022,9,15,1.00,,
15/09/2022,USURPACIÓN DE IDENTIDAD,0,54,Pueblo San Juan Tepenahuac,Milpa Alta,19.18786881,-98.99556631,2022,9,15,10.00,,
16/09/2022,USURPACIÓN DE IDENTIDAD,0,37,1ra Victoria,Álvaro Obregón,19.38653474,-99.20360471,2022,9,16,15.00,,
16/09/2022,USURPACIÓN DE IDENTIDAD,0,36,Acacias,Benito Juárez,19.36262203,-99.17038366,2022,9,16,1.00,,
16/09/2022,USURPACIÓN DE IDENTIDAD,0,37,Lomas De Becerra,Álvaro Obregón,19.38525883,-99.22378421,2022,9,16,15.00,,
16/09/2022,USURPACIÓN DE IDENTIDAD,0,31,Pedregal De Santo Domingo,Coyoacán,19.33240927,-99.17112216,2022,9,16,2.00,,
16/09/2022,USURPACIÓN DE IDENTIDAD,0,47,Magdalena De Las Salinas,Gustavo A. Madero,19.48690244,-99.13112462,2022,9,16,5.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,1,68,Paraje San Juan,Iztapalapa,19.34468359,-99.07185361,2022,9,17,7.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,0,33,Pueblo San Pedro Martir,Tlalpan,19.26648183,-99.1703462,2022,9,17,11.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,1,29,Barrio Santiago Norte Del Pueblo Santiago Zapotitlan,Tláhuac,19.30012502,-99.03413295,2022,9,17,12.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,0,43,Campestre Aragon,Gustavo A. Madero,19.48970045,-99.07843798,2022,9,17,5.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,0,45,Guerrero,Cuauhtémoc,19.44133433,-99.14677485,2022,9,17,4.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,0,50,Ejercito De Oriente Zona Peñon,Iztapalapa,19.36813843,-99.03125167,2022,9,17,7.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,0,48,Los Sauces,Coyoacán,19.30252465,-99.12049636,2022,9,17,2.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,1,26,Potrero San Bernardino,Xochimilco,19.27031904,-99.12147895,2022,9,17,14.00,,
17/09/2022,USURPACIÓN DE IDENTIDAD,0,40,Parque San Andres,Coyoacán,19.34249445,-99.14672971,2022,9,17,2.00,,
18/09/2022,USURPACIÓN DE IDENTIDAD,1,48,Pueblo Santa Maria Tepepan,Xochimilco,19.26942029,-99.13618854,2022,9,18,14.00,,
18/09/2022,USURPACIÓN DE IDENTIDAD,0,34,San Pedro De Los Pinos,Álvaro Obregón,19.39349122,-99.18901697,2022,9,18,15.00,,
18/09/2022,USURPACIÓN DE IDENTIDAD,1,57,San Jeronimo Lidice,La Magdalena Contreras,19.32971706,-99.2228584,2022,9,18,8.00,,
18/09/2022,USURPACIÓN DE IDENTIDAD,1,63,Napoles,Benito Juárez,19.39478903,-99.17377688,2022,9,18,1.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,61,Tlacoquemecatl,Benito Juárez,19.37425197,-99.17880803,2022,9,19,1.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,42,Avante,Coyoacán,19.32675866,-99.13315807,2022,9,19,2.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,0,72,Barrio La Magdalena,Tláhuac,19.26786862,-99.00470093,2022,9,19,12.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,0,22,Presidentes Ejidales 1a Seccion,Coyoacán,19.32673283,-99.12594461,2022,9,19,2.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,0,33,Pueblo San Francisco Tetecala,Azcapotzalco,19.47988904,-99.1912988,2022,9,19,0.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,52,Pueblo San Francisco Tetecala,Azcapotzalco,19.4799253,-99.19129479,2022,9,19,0.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,57,Santa Maria La Ribera,Cuauhtémoc,19.44115033,-99.15597618,2022,9,19,4.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,0,27,El Rodeo,Iztapalapa,19.3363437,-99.074471,2022,9,19,7.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,37,Los Angeles,Iztapalapa,19.34891795,-99.07338917,2022,9,19,7.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,0,83,Cuajimalpa,Cuajimalpa de Morelos,19.35723155,-99.30004299,2022,9,19,3.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,0,33,Valle Gomez,Venustiano Carranza,19.45654336,-99.12199384,2022,9,19,13.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,41,Ejercito De Agua Prieta,Iztapalapa,19.36824513,-99.03745249,2022,9,19,7.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,63,Miravalle,Benito Juárez,19.36086586,-99.14118916,2022,9,19,1.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,41,Culhuacan Ctm Seccion X-A,Coyoacán,19.3240226,-99.11698915,2022,9,19,2.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,0,53,Guadalupe Del Moral,Iztapalapa,19.36435305,-99.08283949,2022,9,19,7.00,,
19/09/2022,USURPACIÓN DE IDENTIDAD,1,74,Ex-Ejido De San Francisco Culhuacan,Coyoacán,19.33587299,-99.12624165,2022,9,19,2.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,1,62,San Felipe De Jesus,Gustavo A. Madero,19.4950883,-99.07040656,2022,9,20,5.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,1,42,Juarez,Cuauhtémoc,19.424313647593895,-99.16780513,2022,9,20,4.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,0,39,Pueblo San Bartolo Cahualtongo,Azcapotzalco,19.48245938,-99.19828238,2022,9,20,0.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,1,39,San Pedro De Los Pinos,Benito Juárez,19.39547631,-99.18350693,2022,9,20,1.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,0,63,Granjas Mexico,Iztacalco,19.40292959,-99.11324376,2022,9,20,6.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,0,50,Porvenir,Azcapotzalco,19.47237134,-99.14763764,2022,9,20,0.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,1,49,Cuautepec De Madero,Gustavo A. Madero,19.54303083,-99.14107284,2022,9,20,5.00,,
20/09/2022,USURPACIÓN DE IDENTIDAD,0,65,Federal,Venustiano Carranza,19.4190999,-99.0890944,2022,9,20,13.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,33,Providencia,Gustavo A. Madero,19.48813823,-99.0710362,2022,9,21,5.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,23,Belisario Dominguez Seccion Xvi,Tlalpan,19.29251717,-99.15879384,2022,9,21,11.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,36,Juarez,Cuauhtémoc,19.42454551,-99.16159015,2022,9,21,4.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,48,Belem De Las Flores,Álvaro Obregón,19.39807606,-99.21624362,2022,9,21,15.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,47,Santa Cruz Aviacion,Venustiano Carranza,19.4229472,-99.0982499,2022,9,21,13.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,39,Leyes De Reforma 3a Seccion,Iztapalapa,19.37318491,-99.07331971,2022,9,21,7.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,63,Lomas Del Pedregal,Tlalpan,19.27452691,-99.21790615,2022,9,21,11.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,48,Pueblo Santa Fe,Álvaro Obregón,19.39504507,-99.23033591,2022,9,21,15.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,56,Agricola Oriental,Iztacalco,19.39487261,-99.07531813,2022,9,21,6.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,34,Centro,Cuauhtémoc,19.42729934,-99.14566889,2022,9,21,4.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,28,Pueblo San Salvador Cuauhtenco,Milpa Alta,19.19284867,-99.09411326,2022,9,21,10.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,80,Roma Norte,Cuauhtémoc,19.4184739,-99.17197182,2022,9,21,4.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,28,Roma Norte,Cuauhtémoc,19.41966345,-99.1640085,2022,9,21,4.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,24,La Esperanza,Iztapalapa,19.31192839,-99.08070534,2022,9,21,7.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,46,Pueblo San Andres Totoltepec,Tlalpan,19.25394811,-99.17687371,2022,9,21,11.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,1,56,Granada,Miguel Hidalgo,19.44111654,-99.19778466,2022,9,21,9.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,28,Nueva Tenochtitlan,Gustavo A. Madero,19.45752349,-99.10522543,2022,9,21,5.00,,
21/09/2022,USURPACIÓN DE IDENTIDAD,0,70,San Rafael,Cuauhtémoc,19.4407148,-99.15797161,2022,9,21,4.00,,
22/09/2022,USURPACIÓN DE IDENTIDAD,0,19,Valle De Luces,Iztapalapa,19.34011167,-99.09898326,2022,9,22,7.00,,
22/09/2022,USURPACIÓN DE IDENTIDAD,1,28,Ajusco,Coyoacán,19.32138501,-99.16147918,2022,9,22,2.00,,
22/09/2022,USURPACIÓN DE IDENTIDAD,1,41,Los Girasoles,Coyoacán,19.30409978,-99.12470251,2022,9,22,2.00,,
22/09/2022,USURPACIÓN DE IDENTIDAD,0,57,Pedregal De Santa Ursula,Coyoacán,19.30829452,-99.16166693,2022,9,22,2.00,,
22/09/2022,USURPACIÓN DE IDENTIDAD,1,25,Pueblo San Miguel Xicalco,Tlalpan,19.23454749,-99.16953653,2022,9,22,11.00,,
22/09/2022,USURPACIÓN DE IDENTIDAD,1,40,Guadalupe Inn,Álvaro Obregón,19.36180847,-99.18648541,2022,9,22,15.00,,
22/09/2022,USURPACIÓN DE IDENTIDAD,1,41,Santa Cecilia,Coyoacán,19.30622722,-99.114298,2022,9,22,2.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,1,76,Hogar Y Redencion,Álvaro Obregón,19.3693262,-99.21444118,2022,9,23,15.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,0,29,La Joya,Gustavo A. Madero,19.45990286,-99.10875991,2022,9,23,5.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,0,51,Pueblo San Juan De Aragon,Gustavo A. Madero,19.4671909,-99.08082202,2022,9,23,5.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,1,24,Los Angeles,Iztapalapa,19.34917199,-99.07111086,2022,9,23,7.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,1,40,Punta De Ceguaya,Álvaro Obregón,19.36042976,-99.24198881,2022,9,23,15.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,0,59,Granjas Mexico,Iztacalco,19.39899777,-99.0917073,2022,9,23,6.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,1,64,Lomas De Chapultepec Ii Seccion,Miguel Hidalgo,19.41557765,-99.225834,2022,9,23,9.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,0,57,Roma Sur,Cuauhtémoc,19.40526849,-99.16120859,2022,9,23,4.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,1,46,Lomas De Bezares,Miguel Hidalgo,19.38898475,-99.23988126,2022,9,23,9.00,,
23/09/2022,USURPACIÓN DE IDENTIDAD,1,71,Del Valle Centro,Benito Juárez,19.38340827,-99.16436344,2022,9,23,1.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,0,32,Lorenzo Boturini,Venustiano Carranza,19.41736376,-99.12598997,2022,9,24,13.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,23,Pueblo San Nicolas Totolapan,La Magdalena Contreras,19.299386,-99.24141905,2022,9,24,8.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,0,34,Loma Del Padre,Cuajimalpa de Morelos,19.34636022,-99.31234494,2022,9,24,3.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,43,Reacomodo El Cuernito,Álvaro Obregón,19.38166665,-99.20743056,2022,9,24,15.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,48,Nueva Santa Maria,Azcapotzalco,19.46649226,-99.16596919,2022,9,24,0.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,33,Ampliacion Los Olivos,Iztapalapa,19.31140032,-99.05262607,2022,9,24,7.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,54,Ampliacion Fuentes Del Pedregal,Tlalpan,19.30938949,-99.21823204,2022,9,24,11.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,59,Alianza Popular Revolucionaria,Coyoacán,19.31246334,-99.11885262,2022,9,24,2.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,33,Santa Cruz Atoyac,Benito Juárez,19.36953855,-99.15986789,2022,9,24,1.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,0,33,Pedregal De San Nicolas 4a Seccion,Tlalpan,19.28048126,-99.24013989,2022,9,24,11.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,33,Escandon Ii Seccion,Miguel Hidalgo,19.39827584,-99.17821482,2022,9,24,9.00,,
24/09/2022,USURPACIÓN DE IDENTIDAD,1,47,Popular Santa Teresa,Tlalpan,19.30027393,-99.22479898,2022,9,24,11.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,1,39,25 De Julio,Gustavo A. Madero,19.49709494,-99.08178806,2022,9,25,5.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,0,34,Gertrudis Sanchez 3a Seccion,Gustavo A. Madero,19.4608565,-99.1024921,2022,9,25,5.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,1,29,Del Obrero,Gustavo A. Madero,19.50062656,-99.09058063,2022,9,25,5.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,1,41,San Pedro De Los Pinos,Álvaro Obregón,19.39230261,-99.19097543,2022,9,25,15.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,0,43,El Sifon,Iztapalapa,19.37322466,-99.11305672,2022,9,25,7.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,1,57,Belvedere Ajusco,Tlalpan,19.26844253,-99.22877625,2022,9,25,11.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,1,29,Torres De Potrero,Álvaro Obregón,19.32918286,-99.24964976,2022,9,25,15.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,0,69,San Jeronimo Lidice,La Magdalena Contreras,19.32301678,-99.22625519,2022,9,25,8.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,1,32,Juarez,Cuauhtémoc,19.42679065,-99.16243404,2022,9,25,4.00,,
25/09/2022,USURPACIÓN DE IDENTIDAD,0,67,Alamos,Benito Juárez,19.39990788,-99.13719922,2022,9,25,1.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,1,41,Pueblo Culhuacan,Iztapalapa,19.33937283,-99.10702854,2022,9,26,7.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,1,43,Juarez,Cuauhtémoc,19.42439671,-99.16845828,2022,9,26,4.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,0,32,Pueblo Santa Martha Acatitla,Iztapalapa,19.35979595,-99.00616581,2022,9,26,7.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,1,41,El Rosedal,Coyoacán,19.34328465,-99.154661,2022,9,26,2.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,0,50,Las Aguilas,Álvaro Obregón,19.35498848,-99.20341827,2022,9,26,15.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,0,40,El Yaqui,Cuajimalpa de Morelos,19.36270318,-99.28497165,2022,9,26,3.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,1,55,San Jose Insurgentes,Benito Juárez,19.3628308,-99.18261766,2022,9,26,1.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,0,65,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,19.36266775,-99.27438006,2022,9,26,3.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,0,38,Veronica Anzures,Miguel Hidalgo,19.43968412,-99.17530328,2022,9,26,9.00,,
26/09/2022,USURPACIÓN DE IDENTIDAD,0,46,Moctezuma 2a. Seccion,Venustiano Carranza,19.43914348,-99.08870146,2022,9,26,13.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,0,53,Argentina Poniente,Miguel Hidalgo,19.45547884,-99.21104327,2022,9,27,9.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,0,38,Miravalle,Benito Juárez,19.36250985,-99.14020792,2022,9,27,1.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,0,45,Centro,Cuauhtémoc,19.42715052,-99.13927361,2022,9,27,4.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,0,28,Heroes De Churubusco,Iztapalapa,19.3601459,-99.12042595,2022,9,27,7.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,0,32,Apatlaco,Iztapalapa,19.38102229,-99.11789127,2022,9,27,7.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,1,41,Centro,Cuauhtémoc,19.43497617,-99.14677128,2022,9,27,4.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,1,43,Potrerillo,La Magdalena Contreras,19.30700851,-99.25370134,2022,9,27,8.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,0,19,Chimalistac,Álvaro Obregón,19.34739009,-99.18750292,2022,9,27,15.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,1,35,Bosque Residencial Del Sur,Xochimilco,19.280583,-99.13217872,2022,9,27,14.00,,
27/09/2022,USURPACIÓN DE IDENTIDAD,1,38,Ixtlahuacan,Iztapalapa,19.34122073,-98.99471685,2022,9,27,7.00,,
